trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,parameters,processor,model,run_name,parameters.1,test_date,category
f6ca2a5c,qwen2.5-coder:14b_3193_psg,failure,43.71,12226,9810,2416,T,psg,qwen14,f6ca_pysg,P,8.04,qwen2.5-coder:14b_psg_P
afaa5f2e,qwen2.5-coder:14b_3193_psg,failure,44.91,12300,9810,2490,T,psg,qwen14,afaa_pysg,P,8.04,qwen2.5-coder:14b_psg_P
be96baeb,qwen2.5-coder:14b_3193_psg,failure,41.06,12063,9810,2253,T,psg,qwen14,be96_pysg,P,8.04,qwen2.5-coder:14b_psg_P
e37ca16c,qwen2.5-coder:14b_3193_psg,failure,39.21,11949,9810,2139,T,psg,qwen14,e37c_pysg,P,8.04,qwen2.5-coder:14b_psg_P
e01c7f68,qwen2.5-coder:14b_3193_psg,failure,41.31,12078,9810,2268,T,psg,qwen14,e01c_pysg,P,8.04,qwen2.5-coder:14b_psg_P
4f6fc28d,qwen2.5-coder:14b_3193_psg,failure,37.33,11834,9810,2024,T,psg,qwen14,4f6f_pysg,P,8.04,qwen2.5-coder:14b_psg_P
d355b5db,qwen2.5-coder:14b_3193_psg,success,18.82,4720,3666,1054,T,psg,qwen14,d355_pysg,P,8.04,qwen2.5-coder:14b_psg_P
968364a1,qwen2.5-coder:14b_3193_psg,failure,41.75,12104,9810,2294,T,psg,qwen14,9683_pysg,P,8.04,qwen2.5-coder:14b_psg_P
f22f37a9,qwen2.5-coder:14b_3193_psg,failure,44.2,12254,9810,2444,T,psg,qwen14,f22f_pysg,P,8.04,qwen2.5-coder:14b_psg_P
dc4c0d50,qwen2.5-coder:14b_3193_tpusg,success,28.36,2609,1833,776,T,tpusg,qwen14,dc4c_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
490d1cb3,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,490d_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
d28df359,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,d28d_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
79752bf2,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,7975_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
55676bc7,qwen2.5-coder:14b_3193_tpusg,success,13.58,2609,1833,776,T,tpusg,qwen14,5567_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
f26d689b,qwen2.5-coder:14b_3193_tpusg,success,13.55,2609,1833,776,T,tpusg,qwen14,f26d_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
be874760,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,be87_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
4a8845c8,qwen2.5-coder:14b_3193_tpusg,success,13.6,2609,1833,776,T,tpusg,qwen14,4a88_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
8e6e2e61,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,8e6e_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
50de80f5,qwen2.5-coder:14b_3193_tpusg,success,13.6,2609,1833,776,T,tpusg,qwen14,50de_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
8315f89e,qwen2.5-coder:14b_3193_tpusg,success,13.55,2609,1833,776,T,tpusg,qwen14,8315_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
7896860c,qwen2.5-coder:14b_3193_tpusg,success,13.62,2609,1833,776,T,tpusg,qwen14,7896_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
d121379b,qwen2.5-coder:14b_3193_tpusg,success,13.6,2609,1833,776,T,tpusg,qwen14,d121_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
63de08e3,qwen2.5-coder:14b_3193_tpusg,success,13.6,2609,1833,776,T,tpusg,qwen14,63de_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
0928b150,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,0928_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
ae70bb78,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,ae70_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
4e4e0238,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,4e4e_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
7c26446d,qwen2.5-coder:14b_3193_tpusg,success,13.59,2609,1833,776,T,tpusg,qwen14,7c26_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
00a9552c,qwen2.5-coder:14b_3193_tpusg,success,13.55,2609,1833,776,T,tpusg,qwen14,00a9_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
2fb82d82,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,2fb8_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
341562a1,qwen2.5-coder:14b_3193_tpusg,success,13.85,2609,1833,776,T,tpusg,qwen14,3415_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
74872b24,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,7487_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
129bd943,qwen2.5-coder:14b_3193_tpusg,success,13.56,2609,1833,776,T,tpusg,qwen14,129b_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
5746c4bc,qwen2.5-coder:14b_3193_tpusg,success,13.55,2609,1833,776,T,tpusg,qwen14,5746_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
153be8de,qwen2.5-coder:14b_3193_tpusg,success,13.59,2609,1833,776,T,tpusg,qwen14,153b_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
554d9572,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,554d_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
f30c0ad3,qwen2.5-coder:14b_3193_tpusg,success,13.64,2609,1833,776,T,tpusg,qwen14,f30c_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
305abae9,qwen2.5-coder:14b_3193_tpusg,success,13.57,2609,1833,776,T,tpusg,qwen14,305a_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
3234c1eb,qwen2.5-coder:14b_3193_tpusg,success,13.55,2609,1833,776,T,tpusg,qwen14,3234_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
977aaf7e,qwen2.5-coder:14b_3193_tpusg,success,13.59,2609,1833,776,T,tpusg,qwen14,977a_tpusg,P,8.04,qwen2.5-coder:14b_tpusg_P
5e4b14e6,qwen2.5-coder:14b_5d09_tpusg,success,14.35,2672,1833,839,F,tpusg,qwen14,5e4b_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
5505bc06,qwen2.5-coder:14b_5d09_tpusg,success,13.73,2643,1833,810,F,tpusg,qwen14,5505_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
e729077b,qwen2.5-coder:14b_5d09_tpusg,success,27.68,5516,3881,1635,F,tpusg,qwen14,e729_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
fb6d1e0c,qwen2.5-coder:14b_5d09_tpusg,success,13.35,2619,1833,786,F,tpusg,qwen14,fb6d_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
1373e76a,qwen2.5-coder:14b_5d09_tpusg,success,14.74,2707,1833,874,F,tpusg,qwen14,1373_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
58f2b702,qwen2.5-coder:14b_5d09_tpusg,success,13.3,2615,1833,782,F,tpusg,qwen14,58f2_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
f8843675,qwen2.5-coder:14b_5d09_tpusg,success,82.72,14964,10025,4939,F,tpusg,qwen14,f884_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
ef5c36a5,qwen2.5-coder:14b_5d09_tpusg,success,45.55,8637,5929,2708,F,tpusg,qwen14,ef5c_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
b72e8100,qwen2.5-coder:14b_5d09_tpusg,success,27.97,5533,3881,1652,F,tpusg,qwen14,b72e_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
ef606ba7,qwen2.5-coder:14b_5d09_tpusg,success,15.07,2722,1833,889,F,tpusg,qwen14,ef60_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
f47c7afe,qwen2.5-coder:14b_5d09_tpusg,success,30.07,5666,3881,1785,F,tpusg,qwen14,f47c_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
342edfa8,qwen2.5-coder:14b_5d09_tpusg,success,28.2,5547,3881,1666,F,tpusg,qwen14,342e_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
78140b12,qwen2.5-coder:14b_5d09_tpusg,success,29.45,5623,3881,1742,F,tpusg,qwen14,7814_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
32a68251,qwen2.5-coder:14b_5d09_tpusg,success,13.09,2604,1833,771,F,tpusg,qwen14,32a6_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
37a9eba9,qwen2.5-coder:14b_5d09_tpusg,success,14.63,2700,1833,867,F,tpusg,qwen14,37a9_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
64d7d106,qwen2.5-coder:14b_5d09_tpusg,success,28.7,5553,3881,1672,F,tpusg,qwen14,64d7_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
f3a3e7b4,qwen2.5-coder:14b_5d09_tpusg,success,30.89,5713,3881,1832,F,tpusg,qwen14,f3a3_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
bfec330f,qwen2.5-coder:14b_5d09_tpusg,success,13.29,2614,1833,781,F,tpusg,qwen14,bfec_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
80dc9a6a,qwen2.5-coder:14b_5d09_tpusg,success,14.24,2676,1833,843,F,tpusg,qwen14,80dc_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
3e1d724a,qwen2.5-coder:14b_5d09_tpusg,success,13.3,2615,1833,782,F,tpusg,qwen14,3e1d_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
f9734663,qwen2.5-coder:14b_5d09_tpusg,success,31.0,5720,3881,1839,F,tpusg,qwen14,f973_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
66175eb1,qwen2.5-coder:14b_5d09_tpusg,success,13.11,2604,1833,771,F,tpusg,qwen14,6617_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
33e5091e,qwen2.5-coder:14b_5d09_tpusg,success,53.74,9165,5929,3236,F,tpusg,qwen14,33e5_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
354d52fe,qwen2.5-coder:14b_5d09_tpusg,success,32.13,5790,3881,1909,F,tpusg,qwen14,354d_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
5dbb0383,qwen2.5-coder:14b_5d09_tpusg,success,13.34,2619,1833,786,F,tpusg,qwen14,5dbb_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
bd25c4d1,qwen2.5-coder:14b_5d09_tpusg,success,29.09,5603,3881,1722,F,tpusg,qwen14,bd25_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
ddeb0d8c,qwen2.5-coder:14b_5d09_tpusg,success,44.98,8598,5929,2669,F,tpusg,qwen14,ddeb_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
5bae661e,qwen2.5-coder:14b_5d09_tpusg,success,12.79,2583,1833,750,F,tpusg,qwen14,5bae_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
bc7ad8d8,qwen2.5-coder:14b_5d09_tpusg,success,31.62,5765,3881,1884,F,tpusg,qwen14,bc7a_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
db154ae7,qwen2.5-coder:14b_5d09_tpusg,success,12.65,2576,1833,743,F,tpusg,qwen14,db15_tpusg,NP,8.21,qwen2.5-coder:14b_tpusg_NP
37cbf370,qwen2.5-coder:14b_c83f_psg,success,29.16,5400,3666,1734,F,psg,qwen14,37cb_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
6df1c160,qwen2.5-coder:14b_c83f_psg,success,11.02,2269,1618,651,F,psg,qwen14,6df1_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
1da4229d,qwen2.5-coder:14b_c83f_psg,success,38.93,8023,5714,2309,F,psg,qwen14,1da4_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
57cf3dd2,qwen2.5-coder:14b_c83f_psg,success,38.27,7984,5714,2270,F,psg,qwen14,57cf_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
718a3615,qwen2.5-coder:14b_c83f_psg,success,24.38,5110,3666,1444,F,psg,qwen14,718a_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
c5ec849c,qwen2.5-coder:14b_c83f_psg,failure,65.96,13721,9810,3911,F,psg,qwen14,c5ec_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
3cc4ad5a,qwen2.5-coder:14b_c83f_psg,success,52.43,10873,7762,3111,F,psg,qwen14,3cc4_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
020645f7,qwen2.5-coder:14b_c83f_psg,success,39.86,8084,5714,2370,F,psg,qwen14,0206_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
693b0a84,qwen2.5-coder:14b_c83f_psg,success,50.86,10775,7762,3013,F,psg,qwen14,693b_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
08552506,qwen2.5-coder:14b_c83f_psg,failure,64.38,13629,9810,3819,F,psg,qwen14,0855_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
8f180d78,qwen2.5-coder:14b_c83f_psg,failure,64.85,13424,9574,3850,F,psg,qwen14,8f18_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
29e53ebd,qwen2.5-coder:14b_c83f_psg,success,26.43,5241,3666,1575,F,psg,qwen14,29e5_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
894c25d7,qwen2.5-coder:14b_c83f_psg,failure,63.48,13570,9810,3760,F,psg,qwen14,894c_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
1fd89e23,qwen2.5-coder:14b_c83f_psg,failure,60.65,13380,9810,3570,F,psg,qwen14,1fd8_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
80240ce9,qwen2.5-coder:14b_c83f_psg,success,38.18,7972,5714,2258,F,psg,qwen14,8024_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
f0aaeb14,qwen2.5-coder:14b_c83f_psg,success,23.91,5081,3666,1415,F,psg,qwen14,f0aa_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
120d4427,qwen2.5-coder:14b_c83f_psg,success,56.79,13142,9810,3332,F,psg,qwen14,120d_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
c7f29867,qwen2.5-coder:14b_c83f_psg,failure,63.65,13577,9810,3767,F,psg,qwen14,c7f2_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
ca9fc646,qwen2.5-coder:14b_c83f_psg,success,34.89,7769,5714,2055,F,psg,qwen14,ca9f_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
3ecf274a,qwen2.5-coder:14b_c83f_psg,success,25.21,5164,3666,1498,F,psg,qwen14,3ecf_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
0c7d16f7,qwen2.5-coder:14b_c83f_psg,failure,66.26,13747,9810,3937,F,psg,qwen14,0c7d_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
25fcdf2b,qwen2.5-coder:14b_c83f_psg,success,10.64,2245,1618,627,F,psg,qwen14,25fc_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
ebe2e5eb,qwen2.5-coder:14b_c83f_psg,success,24.01,5086,3666,1420,F,psg,qwen14,ebe2_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
c14a2ef1,qwen2.5-coder:14b_c83f_psg,success,10.35,2227,1618,609,F,psg,qwen14,c14a_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
60a3dcf9,qwen2.5-coder:14b_c83f_psg,success,34.14,7721,5714,2007,F,psg,qwen14,60a3_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
d0d13e5e,qwen2.5-coder:14b_c83f_psg,success,22.78,5010,3666,1344,F,psg,qwen14,d0d1_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
915e15ce,qwen2.5-coder:14b_c83f_psg,success,24.46,5116,3666,1450,F,psg,qwen14,915e_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
34177d8e,qwen2.5-coder:14b_c83f_psg,success,10.22,2220,1618,602,F,psg,qwen14,3417_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
91fa8245,qwen2.5-coder:14b_c83f_psg,success,49.45,10663,7762,2901,F,psg,qwen14,91fa_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
e0ec470b,qwen2.5-coder:14b_c83f_psg,success,27.39,5296,3666,1630,F,psg,qwen14,e0ec_pysg,NP,8.22,qwen2.5-coder:14b_psg_NP
