_source_file,batch_id,completion_cost,completion_tokens,latency,name,parameters,prompt_cost,prompt_tokens,status,total_cost,total_tokens,trace_id,processor,model
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5060,201.72,9edb_sketch_generator,,0,6129,failure,0.0,11189,9edbd130,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4646,182.89,73a6_sketch_generator,,0,6179,failure,0.0,10825,73a69b05,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4628,182.54,7ed6_sketch_generator,,0,6209,failure,0.0,10837,7ed6d778,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4591,181.2,10be_sketch_generator,,0,6229,failure,0.0,10820,10bed3f4,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5116,215.85,4adc_sketch_generator,,0,9544,failure,0.0,14660,4adc13fa,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4111,160.7,fc3f_sketch_generator,,0,6134,failure,0.0,10245,fc3f590f,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4856,191.53,f9da_sketch_generator,,0,6219,failure,0.0,11075,f9da715c,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5166,208.74,b3d3_sketch_generator,,0,6644,failure,0.0,11810,b3d392fb,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5690,236.48,2ec0_sketch_generator,,0,9554,failure,0.0,15244,2ec02680,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4438,175.58,e408_sketch_generator,,0,6399,failure,0.0,10837,e408d9f9,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4356,170.17,6f2e_sketch_generator,,0,6219,failure,0.0,10575,6f2e0883,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4272,167.25,4bb7_sketch_generator,,0,6254,failure,0.0,10526,4bb75194,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4781,193.58,caec_sketch_generator,,0,6419,failure,0.0,11200,caec6f6a,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5848,242.26,6cf2_sketch_generator,,0,9079,failure,0.0,14927,6cf254db,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,6012,249.52,b774_sketch_generator,,0,9154,failure,0.0,15166,b774af1c,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5525,229.38,c4fa_sketch_generator,,0,9054,failure,0.0,14579,c4faf5db,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5244,206.46,bbb7_sketch_generator,,0,6294,failure,0.0,11538,bbb7fcbc,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5123,205.57,2cae_sketch_generator,,0,6354,failure,0.0,11477,2cae5863,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5583,231.22,1453_sketch_generator,,0,9119,failure,0.0,14702,14533680,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5426,217.39,c318_sketch_generator,,0,6379,failure,0.0,11805,c318d69b,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4483,174.24,a09e_sketch_generator,,0,6084,failure,0.0,10567,a09eb987,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5511,228.07,c297_sketch_generator,,0,9139,failure,0.0,14650,c2975163,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,4719,187.98,3bd5_sketch_generator,,0,6354,failure,0.0,11073,3bd55a45,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,6104,251.66,dfaa_sketch_generator,,0,9084,failure,0.0,15188,dfaa1ebd,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_sg_batch,0,5472,227.69,693b_sketch_generator,,0,9164,failure,0.0,14636,693b517b,sg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,3742,140.94,8050_tpu_sketch_generator,,0,1944,success,0.0,5686,80504fb2,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,2106,79.2,3f20_tpu_sketch_generator,,0,972,success,0.0,3078,3f20f607,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,2627,98.6,67ee_tpu_sketch_generator,,0,1458,success,0.0,4085,67ee9d17,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4737,178.01,6cc6_tpu_sketch_generator,,0,2430,failure,0.0,7167,6cc693eb,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,810,30.4,4abb_tpu_sketch_generator,,0,486,success,0.0,1296,4abb9430,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,937,35.3,0d10_tpu_sketch_generator,,0,486,success,0.0,1423,0d103524,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,1875,70.49,d4e5_tpu_sketch_generator,,0,972,success,0.0,2847,d4e5834c,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4546,170.99,f5f3_tpu_sketch_generator,,0,2430,success,0.0,6976,f5f3efb7,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,864,32.3,6744_tpu_sketch_generator,,0,486,success,0.0,1350,6744b329,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,2944,110.49,2c33_tpu_sketch_generator,,0,1458,success,0.0,4402,2c33ff6e,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,1133,42.83,7118_tpu_sketch_generator,,0,486,success,0.0,1619,71186a8f,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,3825,143.96,974d_tpu_sketch_generator,,0,1944,success,0.0,5769,974dc4f4,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,954,36.03,3dd0_tpu_sketch_generator,,0,486,success,0.0,1440,3dd0dca3,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4823,182.98,1bc5_tpu_sketch_generator,,0,2430,failure,0.0,7253,1bc5d175,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,975,36.81,d2e0_tpu_sketch_generator,,0,486,success,0.0,1461,d2e06fcb,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,847,32.02,eccf_tpu_sketch_generator,,0,486,success,0.0,1333,eccfa191,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4933,186.03,72cc_tpu_sketch_generator,,0,2430,failure,0.0,7363,72cce454,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4727,178.05,dc98_tpu_sketch_generator,,0,2430,success,0.0,7157,dc989dfe,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,5180,195.57,206f_tpu_sketch_generator,,0,2430,failure,0.0,7610,206fa108,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,1923,72.55,c665_tpu_sketch_generator,,0,972,success,0.0,2895,c665e85c,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4622,174.12,f648_tpu_sketch_generator,,0,2430,failure,0.0,7052,f648bcbc,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4584,172.73,57d9_tpu_sketch_generator,,0,2430,failure,0.0,7014,57d97a22,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4596,173.61,f4c3_tpu_sketch_generator,,0,2430,failure,0.0,7026,f4c34438,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,2566,96.47,cb56_tpu_sketch_generator,,0,1458,success,0.0,4024,cb56e4fd,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,2707,102.29,e22f_tpu_sketch_generator,,0,1458,success,0.0,4165,e22f5e9d,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,4940,186.11,043a_tpu_sketch_generator,,0,2430,failure,0.0,7370,043a6dba,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,878,33.12,2673_tpu_sketch_generator,,0,486,success,0.0,1364,2673f868,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,896,33.83,99a3_tpu_sketch_generator,,0,486,success,0.0,1382,99a32826,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,905,34.13,4b08_tpu_sketch_generator,,0,486,success,0.0,1391,4b085bf7,tpusg,q32-ab2
none,qwen2.5-coder:32b_ab2q_tpusg_batch,0,891,33.67,6692_tpu_sketch_generator,,0,486,success,0.0,1377,6692d519,tpusg,q32-ab2
