num_run,name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,parameters,generation_count,prompt_cost,completion_cost,tags,timestamp
13,a193_sketch_generator,a193f05a,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.58,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771892977
14,5f76_sketch_generator,5f7669ce,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.5,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771893249
15,d37e_sketch_generator,d37e07a8,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.19,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771893521
16,766c_sketch_generator,766c53dc,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.72,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771893793
17,940b_sketch_generator,940b7c36,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.21,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771894064
18,98b5_sketch_generator,98b5a82b,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.61,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771894336
19,31e0_sketch_generator,31e0a8d1,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.72,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771894608
20,43e9_sketch_generator,43e97303,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.37,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771894880
21,7595_sketch_generator,75957f09,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.66,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771895153
22,5da7_sketch_generator,5da710a5,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.46,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771895425
23,10e9_sketch_generator,10e9e671,qwen2.5-coder:32b_0d8f_sg_batch,failure,123.11,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771895698
24,1c2d_sketch_generator,1c2dadab,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.27,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771895970
25,34a1_sketch_generator,34a1a744,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.51,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771896243
26,e03e_sketch_generator,e03e10d2,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.68,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771896514
27,8a3c_sketch_generator,8a3c62de,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.35,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771896788
28,9d26_sketch_generator,9d260cc7,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.25,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771897062
29,7863_sketch_generator,78633b83,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.35,6550,1873,4677,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771897335
30,c6fc_sketch_generator,c6fc4de5,qwen2.5-coder:32b_0d8f_sg_batch,failure,122.72,6562,1873,4689,0.0,"{'top_p:0.3', 'temperature:0.1'}",6,0,0,"['benchmark', 'qwen2.5-coder:32b', 'sketch_generator']",1771897606
