_source_file,batch_id,completion_tokens,latency,parameters,prompt_tokens,status,total_tokens,trace_id,processor,model,run_name,parameters.1,test_date,category
none,codestral_3adb_psg,3980,112.33,True,10052,success,14032,2cfad9fe,sg,codestral,2cfa_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3684,104.69,True,10052,failure,13736,9d3ee362,sg,codestral,9d3e_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3144,91.06,True,10052,failure,13196,1c6b33ab,sg,codestral,1c6b_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,2603,77.92,True,10052,failure,12655,408021b7,sg,codestral,4080_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3460,99.09,True,10052,failure,13512,9b2ca121,sg,codestral,9b2c_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,4010,113.13,True,10052,failure,14062,fca915f4,sg,codestral,fca9_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,2614,77.6,True,10052,failure,12666,25e7838f,sg,codestral,25e7_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3940,111.23,True,10052,failure,13992,992303eb,sg,codestral,9923_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3592,103.0,True,10052,failure,13644,250d0dca,sg,codestral,250d_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,2669,78.98,True,10052,failure,12721,a45c0eae,sg,codestral,a45c_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3889,109.88,True,10052,failure,13941,5a01a8ce,sg,codestral,5a01_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3311,95.16,True,10052,failure,13363,3edb81fc,sg,codestral,3edb_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3278,94.45,True,10052,failure,13330,714e3343,sg,codestral,714e_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3190,92.2,True,10052,failure,13242,c72a2c02,sg,codestral,c72a_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3533,100.88,True,10052,failure,13585,ca047389,sg,codestral,ca04_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3923,110.73,True,10052,failure,13975,2f131498,sg,codestral,2f13_pysg,True,8.08,codestral_psg_P
none,codestral_3adb_psg,3075,89.23,True,10052,failure,13127,44d0e241,sg,codestral,44d0_pysg,True,8.08,codestral_psg_P
none,codestral_62f3_psg,2950,126.36,True,10052,failure,13002,608099c6,sg,codestral,6080_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3539,69.46,True,10052,failure,13591,daaaae66,sg,codestral,daaa_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3839,74.76,True,10052,failure,13891,36bd2b1f,sg,codestral,36bd_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,4197,81.1,True,10052,failure,14249,cf1016a1,sg,codestral,cf10_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3090,61.45,True,10052,failure,13142,09809c7c,sg,codestral,0980_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,1975,39.02,True,5956,success,7931,55ccfa54,sg,codestral,55cc_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,2688,54.33,True,10052,failure,12740,176cdc3c,sg,codestral,176c_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3507,68.87,True,10052,failure,13559,6ce83831,sg,codestral,6ce8_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3459,68.02,True,10052,failure,13511,600c5d47,sg,codestral,600c_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3850,74.96,True,10052,failure,13902,df0accf9,sg,codestral,df0a_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3314,65.75,True,10052,failure,13366,50faa206,sg,codestral,50fa_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3280,64.93,True,10052,failure,13332,f1604a1f,sg,codestral,f160_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3459,68.02,True,10052,failure,13511,50a2243b,sg,codestral,50a2_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3976,77.19,True,10052,failure,14028,4c117854,sg,codestral,4c11_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3890,75.67,True,10052,failure,13942,5887484f,sg,codestral,5887_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,4201,81.17,True,10052,failure,14253,c6c9a572,sg,codestral,c6c9_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3548,69.55,True,10052,failure,13600,debede1b,sg,codestral,debe_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3322,65.55,True,10052,failure,13374,b16106a4,sg,codestral,b161_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3377,66.55,True,10052,failure,13429,ebf0336c,sg,codestral,ebf0_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3688,72.08,True,10052,failure,13740,bcceb55e,sg,codestral,bcce_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3332,65.73,True,10052,failure,13384,8b9c5c96,sg,codestral,8b9c_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3861,75.21,True,10052,failure,13913,9293c23e,sg,codestral,9293_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3182,63.34,True,10052,failure,13234,bbf9362d,sg,codestral,bbf9_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3235,64.17,True,10052,failure,13287,74b12c88,sg,codestral,74b1_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3463,68.12,True,10052,failure,13515,81258251,sg,codestral,8125_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3978,77.24,True,10052,failure,14030,f2670254,sg,codestral,f267_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3412,67.16,True,10052,failure,13464,b51dc4c6,sg,codestral,b51d_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3711,72.49,True,10052,failure,13763,8c352eb0,sg,codestral,8c35_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3899,75.81,True,10052,failure,13951,4fe6f4ee,sg,codestral,4fe6_pysg,True,8.09,codestral_psg_P
none,codestral_62f3_psg,3289,65.0,True,10052,failure,13341,304884e3,sg,codestral,3048_pysg,True,8.09,codestral_psg_P
none,codestral_9eb0_psg,4302,83.67,False,10052,failure,14354,c3f0ca35,sg,codestral,c3f0_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,944,18.22,False,1860,success,2804,2e1b6dc7,sg,codestral,2e1b_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2151,45.19,False,10052,failure,12203,04f13a31,sg,codestral,04f1_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2646,51.4,False,5956,success,8602,ef2f63ba,sg,codestral,ef2f_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3186,63.69,False,10052,failure,13238,50529bc5,sg,codestral,5052_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2624,53.66,False,10052,failure,12676,459ca5b9,sg,codestral,459c_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3709,73.07,False,10052,failure,13761,1c24afd9,sg,codestral,1c24_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2592,53.08,False,10052,failure,12644,21e6eeda,sg,codestral,21e6_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3844,75.53,False,10052,failure,13896,e56d5692,sg,codestral,e56d_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,4265,83.0,False,10052,failure,14317,e07955a4,sg,codestral,e079_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3520,69.65,False,10052,failure,13572,9efc3663,sg,codestral,9efc_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,1876,37.56,False,5956,success,7832,ad50fd29,sg,codestral,ad50_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3462,68.76,False,10052,failure,13514,7a6e6c4c,sg,codestral,7a6e_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2980,58.63,False,8004,success,10984,cb93fee2,sg,codestral,cb93_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3486,69.06,False,10052,failure,13538,eec4f5fa,sg,codestral,eec4_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2719,55.38,False,10052,failure,12771,33ea5ba9,sg,codestral,33ea_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2680,54.64,False,10052,failure,12732,75f9cd3b,sg,codestral,75f9_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3900,76.5,False,10052,failure,13952,598d0f9e,sg,codestral,598d_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,4001,78.29,False,10052,failure,14053,bc3371fc,sg,codestral,bc33_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,2591,53.01,False,10052,failure,12643,6c45a44d,sg,codestral,6c45_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3936,75.8,False,8004,success,11940,8d09642f,sg,codestral,8d09_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,4124,80.59,False,10052,failure,14176,5b1048a5,sg,codestral,5b10_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3464,68.65,False,10052,failure,13516,6fc427e4,sg,codestral,6fc4_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3082,61.78,False,10052,failure,13134,df00fd9e,sg,codestral,df00_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3992,78.12,False,10052,failure,14044,e382acfd,sg,codestral,e382_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3415,67.82,False,10052,failure,13467,6bb447bb,sg,codestral,6bb4_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,4138,80.71,False,10052,failure,14190,00cba1df,sg,codestral,00cb_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3321,66.12,False,10052,failure,13373,304c0ebe,sg,codestral,304c_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3510,69.67,False,10052,failure,13562,63b89a71,sg,codestral,63b8_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_psg,3625,71.52,False,10052,failure,13677,4076f460,sg,codestral,4076_pysg,False,8.14,codestral_psg_NP
none,codestral_9eb0_tpusg,5146,176.51,False,10240,failure,15386,8caa211a,sg,codestral,8caa_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3897,76.6,False,10240,failure,14137,6916c8e7,sg,codestral,6916_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4120,79.28,False,8192,success,12312,cd35e47a,sg,codestral,cd35_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3760,74.2,False,10240,failure,14000,3b1d8b42,sg,codestral,3b1d_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3047,61.3,False,10240,failure,13287,af798558,sg,codestral,af79_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2450,50.62,False,10240,failure,12690,c827ef44,sg,codestral,c827_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4801,92.77,False,10240,failure,15041,cab505b0,sg,codestral,cab5_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2724,55.55,False,10240,failure,12964,af94b221,sg,codestral,af94_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,5432,104.21,False,10240,failure,15672,4ab2ef40,sg,codestral,4ab2_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,1750,34.11,False,4096,success,5846,c3e0c3c5,sg,codestral,c3e0_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,5518,105.65,False,10240,failure,15758,f20dcc9d,sg,codestral,f20d_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,6342,123.79,False,10240,failure,16582,b2d0150b,sg,codestral,b2d0_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4803,91.47,False,8192,failure,12995,4f4fad09,sg,codestral,4f4f_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,1954,37.75,False,4096,success,6050,37f5961c,sg,codestral,37f5_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,872,17.02,False,2048,success,2920,f5103c81,sg,codestral,f510_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2140,41.12,False,4096,success,6236,fd4116c6,sg,codestral,fd41_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3349,64.21,False,6144,success,9493,86192a50,sg,codestral,8619_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3354,66.92,False,10240,success,13594,507cb38e,sg,codestral,507c_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4632,89.84,False,10240,failure,14872,62c59829,sg,codestral,62c5_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4239,82.76,False,10240,failure,14479,4b0f310b,sg,codestral,4b0f_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,5280,101.35,False,10240,failure,15520,5dc4f5c5,sg,codestral,5dc4_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3016,58.12,False,6144,success,9160,8c9902f1,sg,codestral,8c99_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3529,69.96,False,10240,success,13769,0fcb79ae,sg,codestral,0fcb_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2353,48.98,False,10240,failure,12593,66f3efbf,sg,codestral,66f3_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2669,54.54,False,10240,failure,12909,a7374a06,sg,codestral,a737_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2165,41.58,False,4096,success,6261,e710c410,sg,codestral,e710_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,4307,83.95,False,10240,failure,14547,f38221c0,sg,codestral,f382_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,2997,60.67,False,10240,failure,13237,43dbbeff,sg,codestral,43db_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,3462,68.7,False,10240,failure,13702,d82a606f,sg,codestral,d82a_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_9eb0_tpusg,5145,98.98,False,10240,failure,15385,598c6ad2,sg,codestral,598c_tpusg,False,8.14,codestral_tpusg_NP
none,codestral_a277_psg,1767,66.48,False,3908,success,5675,c39e6087,sg,codestral,c39e_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,746,14.67,False,1860,success,2606,633531fd,sg,codestral,6335_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1820,35.22,False,3908,success,5728,cdf50d1f,sg,codestral,cdf5_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2037,40.4,False,3908,success,5945,5bfc7c37,sg,codestral,5bfc_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1878,36.26,False,3908,success,5786,dc81721a,sg,codestral,dc81_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1884,36.36,False,3908,success,5792,7e0572ba,sg,codestral,7e05_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2157,41.24,False,3908,success,6065,02ccc145,sg,codestral,02cc_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2100,40.32,False,3908,success,6008,a8f76dc3,sg,codestral,a8f7_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,3664,72.17,False,10052,failure,13716,757e726a,sg,codestral,757e_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2954,59.44,False,10052,failure,13006,e0492242,sg,codestral,e049_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2668,51.7,False,5956,success,8624,6e89736c,sg,codestral,6e89_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,3483,68.92,False,10052,failure,13535,e14fc1a1,sg,codestral,e14f_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1686,32.8,False,3908,success,5594,dc6372e8,sg,codestral,dc63_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1652,32.19,False,3908,success,5560,af27021c,sg,codestral,af27_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2928,58.98,False,10052,failure,12980,049e558d,sg,codestral,049e_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,991,19.04,False,1860,success,2851,8d7ff800,sg,codestral,8d7f_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1953,37.86,False,3908,success,5861,e2a034f6,sg,codestral,e2a0_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1865,36.03,False,3908,success,5773,c873d79f,sg,codestral,c873_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,1125,21.45,False,1860,success,2985,c38be04e,sg,codestral,c38b_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,3036,58.35,False,5956,success,8992,265cdce9,sg,codestral,265c_pysg,False,8.26,codestral_psg_NP
none,codestral_a277_psg,2802,54.16,False,5956,success,8758,0ea3a604,sg,codestral,0ea3_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2768,111.69,False,10052,failure,12820,d042c45f,sg,codestral,d042_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2046,38.94,False,3908,success,5954,e6cad814,sg,codestral,e6ca_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,5057,96.35,False,10052,failure,15109,52eb6066,sg,codestral,52eb_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,3280,64.81,False,10052,failure,13332,fa20c729,sg,codestral,fa20_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1841,35.29,False,3908,success,5749,b77a8dd8,sg,codestral,b77a_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1748,33.66,False,3908,success,5656,1fed530f,sg,codestral,1fed_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2481,49.41,False,8004,success,10485,79229dc9,sg,codestral,7922_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,4491,86.53,False,10052,failure,14543,757aeaf9,sg,codestral,757a_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1775,34.15,False,3908,success,5683,bebec98d,sg,codestral,bebe_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2028,39.95,False,5956,success,7984,29bdc9ae,sg,codestral,29bd_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2658,53.78,False,10052,failure,12710,dd1bffa1,sg,codestral,dd1b_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,4879,93.2,False,10052,success,14931,4a5e3efc,sg,codestral,4a5e_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1949,37.57,False,3908,success,5857,87acef0e,sg,codestral,87ac_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,3053,58.17,False,5956,success,9009,555f5177,sg,codestral,555f_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,3190,63.23,False,10052,failure,13242,a088a882,sg,codestral,a088_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2766,53.0,False,5956,success,8722,7c92aa50,sg,codestral,7c92_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1751,33.68,False,3908,success,5659,0d303437,sg,codestral,0d30_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2121,40.26,False,3908,success,6029,55070a94,sg,codestral,5507_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,3569,69.97,False,10052,failure,13621,d79feb23,sg,codestral,d79f_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,2205,41.76,False,3908,success,6113,7886d603,sg,codestral,7886_pysg,False,8.26,codestral_psg_NP
none,codestral_bcbe_psg,1076,20.41,False,1860,success,2936,b8173bd7,sg,codestral,b817_pysg,False,8.26,codestral_psg_NP
none,codestral_c8f6_tpusg,3794,108.0,False,10240,failure,14034,52ca7e6c,sg,codestral,52ca_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,5243,147.42,False,10240,failure,15483,7727f0c0,sg,codestral,7727_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,4829,135.22,False,8192,success,13021,3f29855c,sg,codestral,3f29_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,2107,66.13,False,10240,failure,12347,87658264,sg,codestral,8765_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,2101,61.25,False,6144,success,8245,d7f970f5,sg,codestral,d7f9_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,3955,113.75,False,10240,failure,14195,3a700efb,sg,codestral,3a70_tpusg,False,7.27,codestral_tpusg_NP
none,codestral_c8f6_tpusg,879,25.13,False,2048,success,2927,6820a937,sg,codestral,6820_tpusg,False,7.27,codestral_tpusg_NP
