num_run,name,trace_id,batch_id,status,latency,total_tokens,prompt_tokens,completion_tokens,total_cost,parameters,generation_count,prompt_cost,completion_cost,tags,timestamp
19,c965_model_converter,c9654c0e,qwen2.5-coder:32b_7cb7_mc_batch,success,60.97,6962,5603,1359,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202126
20,429c_model_converter,429c195f,qwen2.5-coder:32b_7cb7_mc_batch,success,72.0,7286,5664,1622,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202229
21,d1e2_model_converter,d1e279d7,qwen2.5-coder:32b_7cb7_mc_batch,success,68.13,7016,5455,1561,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202341
22,731f_model_converter,731f3457,qwen2.5-coder:32b_7cb7_mc_batch,success,64.89,7084,5652,1432,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202451
23,3998_model_converter,39980f24,qwen2.5-coder:32b_7cb7_mc_batch,failure,91.16,9719,7684,2035,0.0,N/A,5,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202557
24,6e0b_model_converter,6e0b728f,qwen2.5-coder:32b_7cb7_mc_batch,success,56.22,6494,5234,1260,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202692
25,0ab5_model_converter,0ab55d4c,qwen2.5-coder:32b_7cb7_mc_batch,success,13.8,780,432,348,0.0,N/A,1,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202788
26,00f1_model_converter,00f1a6e8,qwen2.5-coder:32b_7cb7_mc_batch,failure,75.71,7823,6104,1719,0.0,N/A,5,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202833
27,218f_model_converter,218f8fc9,qwen2.5-coder:32b_7cb7_mc_batch,success,11.9,730,432,298,0.0,N/A,1,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202947
28,de1b_model_converter,de1bca1e,qwen2.5-coder:32b_7cb7_mc_batch,failure,95.16,9890,7744,2146,0.0,N/A,5,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770202989
29,234a_model_converter,234aea1d,qwen2.5-coder:32b_7cb7_mc_batch,success,66.53,7137,5650,1487,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770203128
30,ddd7_model_converter,ddd7470e,qwen2.5-coder:32b_7cb7_mc_batch,success,51.02,6818,5716,1102,0.0,N/A,4,0,0,"['benchmark', 'model_converter', 'qwen2.5-coder:32b']",1770203236
